,Partner,Reporter,Trade Flow,Trade Value (US$)
2322,slovakia,united kingdom,export,21845062.0
2323,slovakia,united kingdom,import,25919821.0
2324,slovakia,usa,export,21028755.0
2325,slovakia,usa,import,1506359.0
2326,slovenia,australia,export,713553.0
2327,slovenia,australia,import,971850.0
2328,slovenia,austria,export,365285475.0
2329,slovenia,austria,import,79608146.0
2330,slovenia,belgium,export,28445704.0
2331,slovenia,belgium,import,2689964.0
2332,slovenia,brazil,export,244922806.0
2333,slovenia,brazil,import,246.0
2334,slovenia,canada,export,1903659.0
2335,slovenia,canada,import,1026974.0
2336,slovenia,chile,export,319191.0
2337,slovenia,chile,import,1410.0
2338,slovenia,china,export,18011213.0
2339,slovenia,china,import,1298374.0
2340,slovenia,czechia,export,25152881.0
2341,slovenia,czechia,import,3526523.0
2342,slovenia,denmark,export,9216776.0
2343,slovenia,denmark,import,9415327.0
2344,slovenia,estonia,export,24574.0
2345,slovenia,estonia,import,58576.0
2346,slovenia,finland,export,41443.0
2347,slovenia,finland,import,79687.0
2348,slovenia,france,export,34249249.0
2349,slovenia,france,import,13133217.0
2350,slovenia,germany,export,219502701.0
2351,slovenia,germany,import,26024644.0
2352,slovenia,greece,export,12966136.0
2353,slovenia,greece,import,1656193.0
2354,slovenia,hungary,export,184666000.0
2355,slovenia,hungary,import,51788000.0
2356,slovenia,iceland,export,6091.0
2357,slovenia,iceland,import,51489.0
2358,slovenia,ireland,export,1928333.0
2359,slovenia,ireland,import,147399.0
2360,slovenia,israel,export,27816000.0
2361,slovenia,israel,import,600000.0
2362,slovenia,italy,export,362581899.0
2363,slovenia,italy,import,312765840.0
2364,slovenia,japan,export,84837.0
2365,slovenia,japan,import,102161.0
2366,slovenia,latvia,export,3038.0
2367,slovenia,latvia,import,3022784.0
2368,slovenia,lithuania,export,710301.0
2369,slovenia,lithuania,import,1710768.0
2370,slovenia,luxembourg,export,16725.0
2371,slovenia,luxembourg,import,2394.0
2372,slovenia,mexico,export,267226.0
2373,slovenia,mexico,import,317442.0
2374,slovenia,netherlands,export,56765248.0
2375,slovenia,netherlands,import,5180779.0
2376,slovenia,new zealand,export,69325.0
2377,slovenia,new zealand,import,33560.0
2378,slovenia,norway,export,7315.0
2379,slovenia,norway,import,576928.0
2380,slovenia,poland,export,51099017.0
2381,slovenia,poland,import,14502881.0
2382,slovenia,portugal,export,378185.0
2383,slovenia,portugal,import,568074.0
2384,slovenia,rep. of korea,export,423918.0
2385,slovenia,rep. of korea,import,24918.0
2386,slovenia,slovakia,export,9211283.0
2387,slovenia,slovakia,import,4015865.0
2388,slovenia,slovenia,import,2063344.0
2389,slovenia,spain,export,50087440.0
2390,slovenia,spain,import,1482046.0
2391,slovenia,sweden,export,4710936.0
2392,slovenia,sweden,import,6423341.0
2393,slovenia,switzerland,export,8182604.0
2394,slovenia,switzerland,import,3623820.0
2395,slovenia,turkey,export,5618334.0
2396,slovenia,turkey,import,188670.0
2397,slovenia,united kingdom,export,7501193.0
2398,slovenia,united kingdom,import,8971239.0
2399,slovenia,usa,export,4110521.0
2400,slovenia,usa,import,6608781.0
2401,spain,australia,export,23086581.0
2402,spain,australia,import,57155179.0
2403,spain,austria,export,138822854.0
2404,spain,austria,import,319530092.0
2405,spain,belgium,export,961500761.0
2406,spain,belgium,import,909541391.0
2407,spain,brazil,export,723679544.0
2408,spain,brazil,import,40614150.0
2409,spain,canada,export,107538326.0
2410,spain,canada,import,98762788.0
2411,spain,chile,export,397583593.0
2412,spain,chile,import,22443909.0
2413,spain,china,export,486506180.0
2414,spain,china,import,52249509.0
2415,spain,czechia,export,30724944.0
2416,spain,czechia,import,318089432.0
2417,spain,denmark,export,543752027.0
2418,spain,denmark,import,348239674.0
2419,spain,estonia,export,4429366.0
2420,spain,estonia,import,40939295.0
2421,spain,finland,export,12568968.0
2422,spain,finland,import,195476807.0
2423,spain,france,export,5397681915.0
2424,spain,france,import,6163930309.0
2425,spain,germany,export,2282875975.0
2426,spain,germany,import,4252698556.0
2427,spain,greece,export,159195792.0
2428,spain,greece,import,419851313.0
2429,spain,hungary,export,65413000.0
2430,spain,hungary,import,115276000.0
2431,spain,iceland,export,180552459.0
2432,spain,iceland,import,12621329.0
2433,spain,ireland,export,282450020.0
2434,spain,ireland,import,152587628.0
2435,spain,israel,export,34387000.0
2436,spain,israel,import,45180000.0
2437,spain,italy,export,1301332231.0
2438,spain,italy,import,3081655439.0
2439,spain,japan,export,8428986.0
2440,spain,japan,import,343747701.0
2441,spain,latvia,export,26648839.0
2442,spain,latvia,import,53351488.0
2443,spain,lithuania,export,44373087.0
2444,spain,lithuania,import,115313894.0
2445,spain,luxembourg,export,2922645.0
2446,spain,luxembourg,import,23747875.0
2447,spain,mexico,export,95849241.0
2448,spain,mexico,import,81915857.0
2449,spain,netherlands,export,1643218496.0
2450,spain,netherlands,import,1372735620.0
2451,spain,new zealand,export,166257866.0
2452,spain,new zealand,import,9496450.0
2453,spain,norway,export,258856097.0
2454,spain,norway,import,293030408.0
2455,spain,poland,export,223769314.0
2456,spain,poland,import,797841554.0
2457,spain,portugal,export,1855171872.0
2458,spain,portugal,import,4269605928.0
2459,spain,rep. of korea,export,41286993.0
2460,spain,rep. of korea,import,72251088.0
2461,spain,slovakia,export,38262024.0
2462,spain,slovakia,import,98757739.0
2463,spain,slovenia,export,2075389.0
2464,spain,slovenia,import,69311492.0
2465,spain,sweden,export,211863246.0
2466,spain,sweden,import,334728952.0
2467,spain,switzerland,export,198091583.0
2468,spain,switzerland,import,408816030.0
2469,spain,turkey,export,131741232.0
2470,spain,turkey,import,77287621.0
2471,spain,united kingdom,export,1043760477.0
2472,spain,united kingdom,import,3048585711.0
2473,spain,usa,export,990775881.0
2474,spain,usa,import,726464964.0
2475,sweden,australia,export,3144312.0
2476,sweden,australia,import,8711939.0
2477,sweden,austria,export,63556339.0
2478,sweden,austria,import,18897027.0
2479,sweden,belgium,export,420802690.0
2480,sweden,belgium,import,142228411.0
2481,sweden,brazil,export,140767555.0
2482,sweden,brazil,import,95141.0
2483,sweden,canada,export,24134969.0
2484,sweden,canada,import,29614043.0
2485,sweden,chile,export,18915222.0
2486,sweden,chile,import,1030459.0
2487,sweden,china,export,106484165.0
2488,sweden,china,import,34695490.0
2489,sweden,czechia,export,27157776.0
2490,sweden,czechia,import,20421040.0
2491,sweden,denmark,export,1943424623.0
2492,sweden,denmark,import,933575930.0
2493,sweden,estonia,export,34902685.0
2494,sweden,estonia,import,36816907.0
2495,sweden,finland,export,264503088.0
2496,sweden,finland,import,521116132.0
2497,sweden,france,export,335054953.0
2498,sweden,france,import,148378980.0
2499,sweden,germany,export,1286715628.0
2500,sweden,germany,import,293215714.0
2501,sweden,greece,export,62923962.0
2502,sweden,greece,import,50596248.0
2503,sweden,hungary,export,42636000.0
2504,sweden,hungary,import,20228000.0
2505,sweden,iceland,export,17130282.0
2506,sweden,iceland,import,16664233.0
2507,sweden,ireland,export,191152261.0
2508,sweden,ireland,import,8467141.0
2509,sweden,israel,export,19140000.0
2510,sweden,israel,import,1478000.0
2511,sweden,italy,export,381855410.0
2512,sweden,italy,import,200425489.0
2513,sweden,japan,export,2343723.0
2514,sweden,japan,import,32481073.0
2515,sweden,latvia,export,15702833.0
2516,sweden,latvia,import,49487279.0
2517,sweden,lithuania,export,54450372.0
2518,sweden,lithuania,import,64812146.0
2519,sweden,luxembourg,export,602522.0
2520,sweden,luxembourg,import,889517.0
2521,sweden,mexico,export,3340794.0
2522,sweden,mexico,import,647006.0
2523,sweden,netherlands,export,1200152786.0
2524,sweden,netherlands,import,72545647.0
2525,sweden,new zealand,export,36441017.0
2526,sweden,new zealand,import,2931577.0
2527,sweden,norway,export,473333611.0
2528,sweden,norway,import,507825584.0
2529,sweden,poland,export,234613554.0
2530,sweden,poland,import,152250955.0
2531,sweden,portugal,export,17391311.0
2532,sweden,portugal,import,171853528.0
2533,sweden,rep. of korea,export,2197337.0
2534,sweden,rep. of korea,import,5017143.0
2535,sweden,slovakia,export,6363731.0
2536,sweden,slovakia,import,4547189.0
2537,sweden,slovenia,export,6579704.0
2538,sweden,slovenia,import,4550046.0
2539,sweden,spain,export,334652090.0
2540,sweden,spain,import,162993034.0
2541,sweden,switzerland,export,61531351.0
2542,sweden,switzerland,import,26320520.0
2543,sweden,turkey,export,47981563.0
2544,sweden,turkey,import,8230620.0
2545,sweden,united kingdom,export,228020554.0
2546,sweden,united kingdom,import,255786690.0
2547,sweden,usa,export,104942641.0
2548,sweden,usa,import,77984768.0
2549,switzerland,australia,export,34913133.0
2550,switzerland,australia,import,59153639.0
2551,switzerland,austria,export,291988052.0
2552,switzerland,austria,import,311906545.0
2553,switzerland,belgium,export,166812251.0
2554,switzerland,belgium,import,84792758.0
2555,switzerland,brazil,export,228200674.0
2556,switzerland,brazil,import,18827130.0
2557,switzerland,canada,export,55973000.0
2558,switzerland,canada,import,88106333.0
2559,switzerland,chile,export,13297166.0
2560,switzerland,chile,import,4595686.0
2561,switzerland,china,export,16449036.0
2562,switzerland,china,import,16868204.0
2563,switzerland,czechia,export,18065522.0
2564,switzerland,czechia,import,34464265.0
2565,switzerland,denmark,export,143250455.0
2566,switzerland,denmark,import,23759602.0
2567,switzerland,estonia,export,7845546.0
2568,switzerland,estonia,import,2078817.0
2569,switzerland,finland,export,11439908.0
2570,switzerland,finland,import,32093835.0
2571,switzerland,france,export,1125190641.0
2572,switzerland,france,import,761999197.0
2573,switzerland,germany,export,1400694518.0
2574,switzerland,germany,import,1334088245.0
2575,switzerland,greece,export,44635501.0
2576,switzerland,greece,import,8759867.0
2577,switzerland,hungary,export,84652000.0
2578,switzerland,hungary,import,7588000.0
2579,switzerland,iceland,export,8819362.0
2580,switzerland,iceland,import,5159896.0
2581,switzerland,ireland,export,15158582.0
2582,switzerland,ireland,import,14291410.0
2583,switzerland,israel,export,15928000.0
2584,switzerland,israel,import,440094000.0
2585,switzerland,italy,export,1052618831.0
2586,switzerland,italy,import,362789642.0
2587,switzerland,japan,export,3571915.0
2588,switzerland,japan,import,56218809.0
2589,switzerland,latvia,export,863.0
2590,switzerland,latvia,import,1072877.0
2591,switzerland,lithuania,export,5635865.0
2592,switzerland,lithuania,import,468326.0
2593,switzerland,luxembourg,export,270822.0
2594,switzerland,luxembourg,import,10958386.0
2595,switzerland,mexico,export,18462973.0
2596,switzerland,mexico,import,13578129.0
2597,switzerland,netherlands,export,644445149.0
2598,switzerland,netherlands,import,187804727.0
2599,switzerland,new zealand,export,51417289.0
2600,switzerland,new zealand,import,8840813.0
2601,switzerland,norway,export,34148665.0
2602,switzerland,norway,import,59689368.0
2603,switzerland,poland,export,71631646.0
2604,switzerland,poland,import,82127912.0
2605,switzerland,portugal,export,23889620.0
2606,switzerland,portugal,import,46328554.0
2607,switzerland,rep. of korea,export,212977.0
2608,switzerland,rep. of korea,import,19420344.0
2609,switzerland,slovakia,export,15004969.0
2610,switzerland,slovakia,import,11604501.0
2611,switzerland,slovenia,export,3582709.0
2612,switzerland,slovenia,import,14616273.0
2613,switzerland,spain,export,349854782.0
2614,switzerland,spain,import,182216175.0
2615,switzerland,sweden,export,24745695.0
2616,switzerland,sweden,import,56846040.0
2617,switzerland,turkey,export,114842761.0
2618,switzerland,turkey,import,40575842.0
2619,switzerland,united kingdom,export,96657487.0
2620,switzerland,united kingdom,import,185979012.0
2621,switzerland,usa,export,77100564.0
2622,switzerland,usa,import,245965622.0
2623,turkey,australia,export,7950486.0
2624,turkey,australia,import,78990377.0
2625,turkey,austria,export,5724966.0
2626,turkey,austria,import,127635004.0
2627,turkey,belgium,export,30844906.0
2628,turkey,belgium,import,187210274.0
2629,turkey,brazil,export,83297911.0
2630,turkey,brazil,import,46770241.0
2631,turkey,canada,export,281597735.0
2632,turkey,canada,import,88729057.0
2633,turkey,chile,export,9773451.0
2634,turkey,chile,import,2065844.0
2635,turkey,china,export,81790596.0
2636,turkey,china,import,15652154.0
2637,turkey,czechia,export,8907297.0
2638,turkey,czechia,import,51823543.0
2639,turkey,denmark,export,13565326.0
2640,turkey,denmark,import,57285571.0
2641,turkey,estonia,export,78582.0
2642,turkey,estonia,import,4522931.0
2643,turkey,finland,export,158943.0
2644,turkey,finland,import,15249375.0
2645,turkey,france,export,100231198.0
2646,turkey,france,import,448035294.0
2647,turkey,germany,export,196534197.0
2648,turkey,germany,import,1305694539.0
2649,turkey,greece,export,52225571.0
2650,turkey,greece,import,160044468.0
2651,turkey,hungary,export,30335000.0
2652,turkey,hungary,import,25607000.0
2653,turkey,iceland,export,783566.0
2654,turkey,iceland,import,1422393.0
2655,turkey,ireland,export,20852603.0
2656,turkey,ireland,import,15519534.0
2657,turkey,israel,export,12780000.0
2658,turkey,israel,import,80220000.0
2659,turkey,italy,export,180133223.0
2660,turkey,italy,import,495629473.0
2661,turkey,japan,export,1601277.0
2662,turkey,japan,import,155124750.0
2663,turkey,latvia,export,806292.0
2664,turkey,latvia,import,9511747.0
2665,turkey,lithuania,export,37519886.0
2666,turkey,lithuania,import,13069980.0
2667,turkey,luxembourg,export,2872.0
2668,turkey,luxembourg,import,1600694.0
2669,turkey,mexico,export,5194160.0
2670,turkey,mexico,import,5969766.0
2671,turkey,netherlands,export,154305927.0
2672,turkey,netherlands,import,300090312.0
2673,turkey,new zealand,export,7586235.0
2674,turkey,new zealand,import,20647889.0
2675,turkey,norway,export,42859539.0
2676,turkey,norway,import,34110723.0
2677,turkey,poland,export,72699688.0
2678,turkey,poland,import,176219015.0
2679,turkey,portugal,export,9789276.0
2680,turkey,portugal,import,10352024.0
2681,turkey,rep. of korea,export,8259760.0
2682,turkey,rep. of korea,import,29062858.0
2683,turkey,slovakia,export,9539533.0
2684,turkey,slovakia,import,31946282.0
2685,turkey,slovenia,export,281157.0
2686,turkey,slovenia,import,8888345.0
2687,turkey,spain,export,69609934.0
2688,turkey,spain,import,150021231.0
2689,turkey,sweden,export,6474900.0
2690,turkey,sweden,import,53160825.0
2691,turkey,switzerland,export,38034783.0
2692,turkey,switzerland,import,132496040.0
2693,turkey,united kingdom,export,47465617.0
2694,turkey,united kingdom,import,374071427.0
2695,turkey,usa,export,680738403.0
2696,turkey,usa,import,319556372.0
2697,united kingdom,australia,export,203404354.0
2698,united kingdom,australia,import,148896200.0
2699,united kingdom,austria,export,150543871.0
2700,united kingdom,austria,import,72437184.0
2701,united kingdom,belgium,export,3042706606.0
2702,united kingdom,belgium,import,710444000.0
2703,united kingdom,brazil,export,974956532.0
2704,united kingdom,brazil,import,19542874.0
2705,united kingdom,canada,export,441720703.0
2706,united kingdom,canada,import,208589396.0
2707,united kingdom,chile,export,327451571.0
2708,united kingdom,chile,import,4698680.0
2709,united kingdom,china,export,609158454.0
2710,united kingdom,china,import,66070299.0
2711,united kingdom,czechia,export,142777870.0
2712,united kingdom,czechia,import,75652073.0
2713,united kingdom,denmark,export,1939670588.0
2714,united kingdom,denmark,import,358124762.0
2715,united kingdom,estonia,export,5232493.0
2716,united kingdom,estonia,import,16214724.0
2717,united kingdom,finland,export,47850161.0
2718,united kingdom,finland,import,78284529.0
2719,united kingdom,france,export,4364801099.0
2720,united kingdom,france,import,2018928983.0
2721,united kingdom,germany,export,4470417233.0
2722,united kingdom,germany,import,981392774.0
2723,united kingdom,greece,export,345585210.0
2724,united kingdom,greece,import,162459606.0
2725,united kingdom,hungary,export,142980000.0
2726,united kingdom,hungary,import,75122000.0
2727,united kingdom,iceland,export,486262588.0
2728,united kingdom,iceland,import,31327312.0
2729,united kingdom,ireland,export,5120814402.0
2730,united kingdom,ireland,import,3637279947.0
2731,united kingdom,israel,export,194368000.0
2732,united kingdom,israel,import,222064000.0
2733,united kingdom,italy,export,2485362785.0
2734,united kingdom,italy,import,758348273.0
2735,united kingdom,japan,export,30001158.0
2736,united kingdom,japan,import,171118620.0
2737,united kingdom,latvia,export,5642250.0
2738,united kingdom,latvia,import,20402809.0
2739,united kingdom,lithuania,export,120631184.0
2740,united kingdom,lithuania,import,22342449.0
2741,united kingdom,luxembourg,export,1520216.0
2742,united kingdom,luxembourg,import,8750199.0
2743,united kingdom,mexico,export,55907868.0
2744,united kingdom,mexico,import,16641561.0
2745,united kingdom,netherlands,export,6264139824.0
2746,united kingdom,netherlands,import,1297228265.0
2747,united kingdom,new zealand,export,674297560.0
2748,united kingdom,new zealand,import,26490899.0
2749,united kingdom,norway,export,404803115.0
2750,united kingdom,norway,import,175406707.0
2751,united kingdom,poland,export,1093525137.0
2752,united kingdom,poland,import,290272739.0
2753,united kingdom,portugal,export,236897321.0
2754,united kingdom,portugal,import,209287776.0
2755,united kingdom,rep. of korea,export,9149625.0
2756,united kingdom,rep. of korea,import,38718401.0
2757,united kingdom,slovakia,export,32467295.0
2758,united kingdom,slovakia,import,17314276.0
2759,united kingdom,slovenia,export,10097845.0
2760,united kingdom,slovenia,import,10230388.0
2761,united kingdom,spain,export,2736458766.0
2762,united kingdom,spain,import,1111234443.0
2763,united kingdom,sweden,export,358661373.0
2764,united kingdom,sweden,import,234177440.0
2765,united kingdom,switzerland,export,253737573.0
2766,united kingdom,switzerland,import,112002770.0
2767,united kingdom,turkey,export,317227599.0
2768,united kingdom,turkey,import,49679680.0
2769,united kingdom,united kingdom,import,11837845.0
2770,united kingdom,usa,export,1036672450.0
2771,united kingdom,usa,import,496448561.0
2772,usa,australia,export,1465644946.0
2773,usa,australia,import,807057308.0
2774,usa,austria,export,34125215.0
2775,usa,austria,import,62941105.0
2776,usa,belgium,export,241658041.0
2777,usa,belgium,import,414464603.0
2778,usa,brazil,export,2228790069.0
2779,usa,brazil,import,518665439.0
2780,usa,canada,export,17449901079.0
2781,usa,canada,import,13674255453.0
2782,usa,chile,export,2772187903.0
2783,usa,chile,import,475943969.0
2784,usa,china,export,4601699399.0
2785,usa,china,import,2712380993.0
2786,usa,czechia,export,8711390.0
2787,usa,czechia,import,68421219.0
2788,usa,denmark,export,375808008.0
2789,usa,denmark,import,166301271.0
2790,usa,estonia,export,1077454.0
2791,usa,estonia,import,9891327.0
2792,usa,finland,export,68831497.0
2793,usa,finland,import,39743374.0
2794,usa,france,export,522800372.0
2795,usa,france,import,817308121.0
2796,usa,germany,export,948950815.0
2797,usa,germany,import,1249866069.0
2798,usa,greece,export,174387966.0
2799,usa,greece,import,75895845.0
2800,usa,hungary,export,14220000.0
2801,usa,hungary,import,33682000.0
2802,usa,iceland,export,104347949.0
2803,usa,iceland,import,35826174.0
2804,usa,ireland,export,111023188.0
2805,usa,ireland,import,230805079.0
2806,usa,israel,export,182153000.0
2807,usa,israel,import,497564000.0
2808,usa,italy,export,1179251295.0
2809,usa,italy,import,767869552.0
2810,usa,japan,export,568260495.0
2811,usa,japan,import,15884414587.0
2812,usa,latvia,export,18007124.0
2813,usa,latvia,import,8984713.0
2814,usa,lithuania,export,7125350.0
2815,usa,lithuania,import,26272494.0
2816,usa,luxembourg,export,1046.0
2817,usa,luxembourg,import,45003126.0
2818,usa,mexico,export,9676920149.0
2819,usa,mexico,import,12894487659.0
2820,usa,netherlands,export,621094801.0
2821,usa,netherlands,import,881641642.0
2822,usa,new zealand,export,1436012783.0
2823,usa,new zealand,import,230320882.0
2824,usa,norway,export,173551601.0
2825,usa,norway,import,230645478.0
2826,usa,poland,export,155371961.0
2827,usa,poland,import,185301480.0
2828,usa,portugal,export,37820300.0
2829,usa,portugal,import,202559325.0
2830,usa,rep. of korea,export,316552464.0
2831,usa,rep. of korea,import,5466858860.0
2832,usa,slovakia,export,565127.0
2833,usa,slovakia,import,23837882.0
2834,usa,slovenia,export,5710337.0
2835,usa,slovenia,import,13601255.0
2836,usa,spain,export,632723587.0
2837,usa,spain,import,1249793383.0
2838,usa,sweden,export,125890779.0
2839,usa,sweden,import,129230548.0
2840,usa,switzerland,export,232252468.0
2841,usa,switzerland,import,157063335.0
2842,usa,turkey,export,252368214.0
2843,usa,turkey,import,691606540.0
2844,usa,united kingdom,export,528594817.0
2845,usa,united kingdom,import,1259670624.0
